start-time             |end-time               |dur     |rtt     |pro|sip                                     |sp   |pkt     |oct     |at|srcMacAddr       |dip                                     |dp   |rpkt    |roct    |ra|destMacAddr      |iflags  |uflags  |riflags |ruflags |isn     |risn    |in   |out  |tag|app  |tos|end   |collector
2019-05-30 15:20:37.208|2019-05-30 15:20:38.365|   1.157|   0.015|  6|                               10.23.4.2|49489|      13|    1531|00|00:00:00:00:00:00|                           17.242.57.246|  443|       8|    4232|00|00:00:00:00:00:00|       S|    APRF|      AS|     APF|e4333a63|30ba067b|    0|    0|000|    0| 00|      |C1
2019-05-30 15:20:38.365|2019-05-30 15:20:38.365|   0.000|   0.000|  6|                               10.23.4.2|49489|       1|      40|00|00:00:00:00:00:00|                           17.242.57.246|  443|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|e4333dbc|00000000|    0|    0|000|    0| 00|      |C1
2019-05-30 15:20:37.207|2019-05-30 15:20:38.366|   1.159|   0.015|  6|                               10.23.4.2|49488|      12|    1481|00|00:00:00:00:00:00|                           17.242.57.246|  443|       9|    4284|00|00:00:00:00:00:00|       S|    APRF|      AS|     APF|bbfb3328|7f99fb61|    0|    0|000|    0| 00|      |C1
2019-05-30 15:20:38.366|2019-05-30 15:20:38.366|   0.000|   0.000|  6|                               10.23.4.2|49488|       1|      40|00|00:00:00:00:00:00|                           17.242.57.246|  443|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|bbfb3682|00000000|    0|    0|000|    0| 00|      |C1
2019-05-30 15:20:38.366|2019-05-30 15:20:38.366|   0.000|   0.000|  6|                               10.23.4.2|49488|       1|      40|00|00:00:00:00:00:00|                           17.242.57.246|  443|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|bbfb3683|00000000|    0|    0|000|    0| 00|      |C1
2019-05-30 15:11:35.844|2019-05-30 15:19:13.438| 457.594|   0.585|  6|                            17.252.92.89| 5223|      63|   11782|00|00:00:00:00:00:00|                               10.23.4.2|49568|      53|    4037|00|00:00:00:00:00:00|      AP|      AP|      AP|      AP|283b4218|eb5b5155|    0|    0|000|    0| 00|  idle|C1
2019-05-30 15:18:41.763|2019-05-30 15:18:41.767|   0.004|   0.004| 17|                               10.23.4.2|54640|       1|      65|00|00:00:00:00:00:00|                                 8.8.8.8|   53|       1|     103|00|00:00:00:00:00:00|       0|       0|       0|       0|00000000|00000000|    0|    0|000|    0| 00|  idle|C1
2019-05-30 15:20:37.198|2019-05-30 15:20:37.202|   0.004|   0.004| 17|                               10.23.4.2|57987|       1|      73|00|00:00:00:00:00:00|                                 8.8.8.8|   53|       1|      89|00|00:00:00:00:00:00|       0|       0|       0|       0|00000000|00000000|    0|    0|000|    0| 00|  idle|C1
2019-05-30 15:30:59.015|2019-05-30 15:31:01.080|   2.065|   0.015|  6|                               10.23.4.2|49490|      25|    4535|00|00:00:00:00:00:00|                          17.248.146.169|  443|      23|   10654|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|7374c026|e306ff0d|    0|    0|000|    0| 00|      |C1
2019-05-30 15:30:51.439|2019-05-30 15:31:00.446|   9.007|   0.026|  6|                               10.23.4.2|49568|      25|    7083|00|00:00:00:00:00:00|                            17.252.92.89| 5223|      23|    2120|00|00:00:00:00:00:00|       A|      AP|      AP|      AP|eb5b563e|283b60ee|    0|    0|000|    0| 00|  idle|C1
2019-05-30 15:45:13.218|2019-05-30 15:45:14.437|   1.219|   0.015|  6|                               10.23.4.2|49597|      11|     986|00|00:00:00:00:00:00|                          149.154.167.92|  443|       7|    1063|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|15c66305|ab6facfa|    0|    0|000|    0| 00|      |C1
2019-05-30 15:45:13.219|2019-05-30 15:45:14.438|   1.219|   0.015|  6|                               10.23.4.2|49598|       6|     525|00|00:00:00:00:00:00|                          149.154.167.92|  443|       3|     253|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|7e48881c|925db8a0|    0|    0|000|    0| 00|      |C1
2019-05-30 15:30:51.444|2019-05-30 15:30:51.469|   0.025|   0.025| 17|                               10.23.4.2|56506|       1|      60|00|00:00:00:00:00:00|                                 8.8.8.8|   53|       1|     189|00|00:00:00:00:00:00|       0|       0|       0|       0|00000000|00000000|    0|    0|000|    0| 00|  idle|C1
2019-05-30 15:30:58.994|2019-05-30 15:30:59.008|   0.014|   0.014| 17|                               10.23.4.2|59500|       1|      64|00|00:00:00:00:00:00|                                 8.8.8.8|   53|       1|     230|00|00:00:00:00:00:00|       0|       0|       0|       0|00000000|00000000|    0|    0|000|    0| 00|  idle|C1
2019-05-30 15:45:55.073|2019-05-30 15:45:55.129|   0.056|   0.015|  6|                               10.23.4.2|49600|       5|     457|00|00:00:00:00:00:00|                          149.154.167.92|  443|       3|     152|00|00:00:00:00:00:00|       S|     APF|      AS|     ARF|29a8fe80|7206b806|    0|    0|000|    0| 00|      |C1
2019-05-30 15:45:55.130|2019-05-30 15:45:55.130|   0.000|   0.000|  6|                          149.154.167.92|  443|       1|      40|00|00:00:00:00:00:00|                               10.23.4.2|49600|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|7206b808|00000000|    0|    0|000|    0| 00|      |C1
2019-05-30 15:45:55.073|2019-05-30 15:45:56.188|   1.115|   0.015|  6|                               10.23.4.2|49599|      11|     986|00|00:00:00:00:00:00|                          149.154.167.92|  443|       7|     935|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|0bb9f1a2|cdd23ab1|    0|    0|000|    0| 00|      |C1
2019-05-30 15:45:55.112|2019-05-30 15:45:56.188|   1.076|   0.018|  6|                               10.23.4.2|49601|       6|     509|00|00:00:00:00:00:00|                          149.154.167.92|  443|       3|     253|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|bc0547aa|04035a2d|    0|    0|000|    0| 00|      |C1
2019-05-30 15:46:24.287|2019-05-30 15:46:24.329|   0.042|   0.015|  6|                               10.23.4.2|49603|       3|     369|00|00:00:00:00:00:00|                          149.154.167.92|  443|       3|     152|00|00:00:00:00:00:00|       S|      AP|      AS|     ARF|8273df64|6bf25632|    0|    0|000|    0| 00|      |C1
2019-05-30 15:46:24.286|2019-05-30 15:46:24.340|   0.054|   0.016|  6|                               10.23.4.2|49602|       5|     441|00|00:00:00:00:00:00|                          149.154.167.92|  443|       3|     152|00|00:00:00:00:00:00|       S|     APF|      AS|     ARF|6331320b|76cede05|    0|    0|000|    0| 00|      |C1
2019-05-30 15:46:24.345|2019-05-30 15:46:24.345|   0.000|   0.000|  6|                          149.154.167.92|  443|       1|      40|00|00:00:00:00:00:00|                               10.23.4.2|49602|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|76cede07|00000000|    0|    0|000|    0| 00|      |C1
2019-05-30 15:46:24.331|2019-05-30 15:46:24.347|   0.016|   0.016|  6|                               10.23.4.2|49603|       2|     104|00|00:00:00:00:00:00|                          149.154.167.92|  443|       1|      40|00|00:00:00:00:00:00|      AF|       A|       R|       0|8273e02e|6bf25634|    0|    0|000|    0| 00|      |C1
2019-05-30 15:46:24.352|2019-05-30 15:46:24.352|   0.000|   0.000|  6|                          149.154.167.92|  443|       1|      40|00|00:00:00:00:00:00|                               10.23.4.2|49603|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|6bf25634|00000000|    0|    0|000|    0| 00|      |C1
2019-05-30 15:46:24.337|2019-05-30 15:46:24.375|   0.038|   0.016|  6|                               10.23.4.2|49605|       3|     369|00|00:00:00:00:00:00|                          149.154.167.92|  443|       3|     152|00|00:00:00:00:00:00|       S|      AP|      AS|     ARF|c4bdc527|3ce3cae9|    0|    0|000|    0| 00|      |C1
2019-05-30 15:46:24.381|2019-05-30 15:46:24.397|   0.016|   0.016|  6|                               10.23.4.2|49605|       2|     104|00|00:00:00:00:00:00|                          149.154.167.92|  443|       1|      40|00|00:00:00:00:00:00|      AF|       A|       R|       0|c4bdc5f1|3ce3caeb|    0|    0|000|    0| 00|      |C1
2019-05-30 15:46:24.399|2019-05-30 15:46:24.399|   0.000|   0.000|  6|                          149.154.167.92|  443|       1|      40|00|00:00:00:00:00:00|                               10.23.4.2|49605|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|3ce3caeb|00000000|    0|    0|000|    0| 00|      |C1
2019-05-30 15:46:24.331|2019-05-30 15:46:25.472|   1.141|   0.015|  6|                               10.23.4.2|49604|      15|    1315|00|00:00:00:00:00:00|                          149.154.167.92|  443|      10|    1358|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|e2d27e6e|dec5d47a|    0|    0|000|    0| 00|      |C1
2019-05-30 15:46:25.398|2019-05-30 15:46:25.472|   0.074|   0.015|  6|                               10.23.4.2|49606|       6|     509|00|00:00:00:00:00:00|                          149.154.167.92|  443|       3|     253|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|aed4d088|9d8b4af9|    0|    0|000|    0| 00|      |C1
2019-05-30 15:47:08.518|2019-05-30 15:47:08.573|   0.055|   0.015|  6|                               10.23.4.2|49608|       5|     473|00|00:00:00:00:00:00|                          149.154.167.92|  443|       3|     152|00|00:00:00:00:00:00|       S|     APF|      AS|     ARF|a3b9f7ac|169c9ec1|    0|    0|000|    0| 00|      |C1
2019-05-30 15:47:08.575|2019-05-30 15:47:08.575|   0.000|   0.000|  6|                          149.154.167.92|  443|       1|      40|00|00:00:00:00:00:00|                               10.23.4.2|49608|       0|       0|00|00:00:00:00:00:00|       R|       0|       0|       0|169c9ec3|00000000|    0|    0|000|    0| 00|      |C1
2019-05-30 15:47:08.517|2019-05-30 15:47:09.657|   1.140|   0.016|  6|                               10.23.4.2|49607|      10|     966|00|00:00:00:00:00:00|                          149.154.167.92|  443|       6|     931|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|bc352493|2704e523|    0|    0|000|    0| 00|      |C1
2019-05-30 15:47:08.562|2019-05-30 15:47:09.657|   1.095|   0.017|  6|                               10.23.4.2|49609|       6|     477|00|00:00:00:00:00:00|                          149.154.167.92|  443|       3|     253|00|00:00:00:00:00:00|       S|     APF|      AS|     APF|1daa2c02|4d474947|    0|    0|000|    0| 00|      |C1
